Standard Work Content Title Name,Standard Work Content ID,Standard Work Content UID,Asset Family Name,File code associated,Maintenance Task ID
"Run Tree Assembly",	124808,	006769b0-acb5-494e-a6eb-1a55d130ef5d,"als_AGH-REDA-CR-ARZ",EQ-101105246|EQ-101155255|EQ-102022736|EQ-100283368|EQ-100264493|EQ-100904565|EQ-102980184|EQ-2004149|EQ-102832205|EQ-100213059|EQ-1326693|EQ-100218168|EQ-104203362|EQ-100882318|EQ-102856666|EQ-102022610|EQ-103158109|EQ-100213411|EQ-100816350|EQ-100218176|EQ-101320009|EQ-100220068|EQ-100213277|EQ-101448832|EQ-100213667|EQ-103143854|EQ-103300582|EQ-102759651|EQ-101612204|EQ-101114199|EQ-103203760|EQ-101467335|EQ-100219800|EQ-100096604|EQ-103686234|EQ-100156459|EQ-101304659|EQ-101793152|EQ-1296334|EQ-2010756|EQ-100220101|EQ-101037658|EQ-100217758|EQ-102815044|EQ-100220095|EQ-100298918|EQ-101706593|EQ-103140937|EQ-101759341|EQ-100735164|EQ-100210158|EQ-100987181|EQ-101409858|EQ-100217663|EQ-100213351|EQ-102736200|EQ-102733024|EQ-101774401|EQ-101196157|EQ-1254572|EQ-K25458Y|EQ-100685910|EQ-100218178|EQ-100218173|EQ-102733001|EQ-101793164|EQ-1328020|EQ-100219805|EQ-103229074|EQ-100581548|EQ-100213286|EQ-1335421|EQ-1295971|EQ-102777783|EQ-100217760|EQ-102022725|EQ-100213078|EQ-103229844|EQ-101113244|EQ-101730060|EQ-100244171|EQ-2007919|EQ-103134776|EQ-101122318|EQ-103158475|EQ-101930521|EQ-102022795|EQ-100213638|EQ-104442473|EQ-103184680|EQ-XR1254564|EQ-100437257|EQ-101195525|EQ-1313295|EQ-100217662|EQ-2007921|EQ-1335769|EQ-101182754|EQ-100096294|EQ-100282055|EQ-100210156|EQ-2011911|EQ-100436606|EQ-102022747|EQ-102809205|EQ-100176929|EQ-100975987|EQ-100220071|EQ-101543549|EQ-103230666|EQ-102814495|EQ-100219811|EQ-101340291|EQ-103342855|EQ-2003163|EQ-100219794|EQ-100990269|EQ-102832241|EQ-102832238|EQ-102741338|EQ-100135356|EQ-103229588|EQ-101320002|EQ-101120956|EQ-101923152|EQ-101431219|EQ-100213625|EQ-103300579|EQ-103116474|EQ-102736147|EQ-102061907|EQ-100581532|EQ-102759629|EQ-1335447|EQ-102856658|EQ-102817406|EQ-101518735|EQ-103139085|EQ-102832212|EQ-100769857|EQ-1296359|EQ-100437229|EQ-1254564|EQ-101026084|EQ-101133985|EQ-101703617|EQ-102777784|EQ-1340025|EQ-100213082|EQ-101184660|EQ-101429012|EQ-103300580|EQ-101187958|EQ-102996171|EQ-100264686|EQ-103215302|EQ-103118802|EQ-2010559|EQ-102018862|EQ-103300581|EQ-100220073|EQ-101187054|EQ-1344126|EQ-1295930|EQ-103607760|EQ-100217757|EQ-103223612|EQ-100213415|EQ-102741339|EQ-100220069,Main00450008
"Acknowledge Pull Out of Hole Requirement",	8756,	17763b49-75ad-4f66-ac6a-8f2924e9cc1a,"FMF",FMF-GHC|FMF-FCC|FMF-CCM|FMF-GD|FMF-GB|FMF-GL|FMF-GH|FMF-FN|FMF-AA|FMF-GP|FMF-NHC|FMF-GBH|FMF-FHC|FMF-GCC|FMF-FC|FMF-GC|FMF-GK|FMF-F|FMF-G,MXT1376
"Acknowledge Pull Out of Hole Requirement",	8756,	17763b49-75ad-4f66-ac6a-8f2924e9cc1a,"SUBSTEP TEST ASSET",PSV,MXT48227
"DDPC-BA - SL 0",	135134,	0003459431,"ASD-MK ADI",ASD-MK,MXT339316|MXT339186
"DDPC-BA - SL 0",	135134,	0003459431,"MZRM",MZRM-B,MXT12838
"FTNG Flow Manager (FNFM) Maintenance SWI – SLS-3",	934021,	0003531400,"IRDV-BA",IRDV-BA,MXT4920|MXT72599 |MXT69372|MXT3987|MXT1759
"SEP-C/T/TE – SL3 / Major Recertification (Test Competency) Condition Based Maintenance SWI – Low Tier",	171724,	0003595034,"SEP T",SEP-T,MXT111196
"IRDV-AB/BA - Assemble Unit [ce9788] for TRIM L1 (SL 1) SWIs",	134964,	0003445774,"cpl_ALT-LH-35HS",EQ-102107308|EQ-39011-024-00001,MXT336945|MXT336942
"IRDV-AB/BA - Assemble Unit [ce9788] for TRIM L1 (SL 1) SWIs",	134964,	0003445774,"cpl_TORQMACH",TORQMACH,MXT336585
"IRDV-AB/BA - Assemble Unit [ce9788] for TRIM L1 (SL 1) SWIs",	134964,	0003445774,"EXTF",EXTF-AA,SL2
"Sub steps with images - MT Execute",	625527,	35bf06e4-b050-4801-a299-a790853e9179,"E2E with Content Asset Type List",EQ-80011535|AH-104|EQ-M805707|SLIPS|QVXP-F|EQ-80010712|EQ-80010677|EQ-SSM57501P0312|EQ-M-525-40-001|EQ-19247|IV-SKF-45|1002233964|EQ-101400223|Q-80022216|1002233981|EQ-80004112|CL-PSTRIP|EQ-71001260|EQ-80038468|EQ-80034732|EQ-100002878|ARCONN|EQ-103467717,MXT113893|MXT136267|MXT136268|MXT136269|MXT136270|MXT136271|MXT113894|MXT124838
"djr-drlg-hydra-0475X - TS ASM",	8823,	djr_drlg_hydra_0475X-TS_ASM,"EDMS SWI Asset",DJR-DRLG-Hydra-0475X,SL0
"SEP-C/T/TE – SL2 Q-Check (Mechanical) Maintenance SWI",	476757,	712b149a-7304-451a-89ea-0ad2ab566620,"SHRV-FEA Qa testing",SHRV-FEA,MXT52702 
"SEP-C/T/TE – SL2 Q-Check (Mechanical) Maintenance SWI",	476757,	712b149a-7304-451a-89ea-0ad2ab566620,"SSV",SSV-NHC|SSV-G|SSV-HF|SSV-GK|SSV-GCD|SSV-HHC|SSV-GCB|SSV-GHC|SSV-GCE|SSV-GCC|SSV-F|SSV-H|SSV-FHC|SSV-GH|SSV-GLA|SSV-HD,MXT89793
"SEP-C/T/TE – SL2 Q-Check (Mechanical) Maintenance SWI",	476757,	712b149a-7304-451a-89ea-0ad2ab566620,"ESD-CD QA testing",ESD-CD,MXT16736 
"SEP-C/T/TE – SL2 Q-Check (Mechanical) Maintenance SWI",	476757,	712b149a-7304-451a-89ea-0ad2ab566620,"VST-A QA Testing",VST-A,MXT7509
"SEP-C/T/TE – SL2 Q-Check (Mechanical) Maintenance SWI",	476757,	712b149a-7304-451a-89ea-0ad2ab566620,"LRTL-AA QA testing",LRTL-AA,MXT115391
"MTA-BG - SL 2",	0,	MTA_BG-2,"MTA",MTA|MTA-BG,SL2
"IRDV-AB - Assemble Unit [ce9788] for TRIM L2 (SL 2) SWIs",	134879,	0003449030,"cpl_PKR-WLAK-45",EQ-A1001-145-00003,MXT336992
"Assemble Bolt-On-Intake",	134939,	0003437865,"wl_MRPA-SATURN-OPN5",MRPA-SATURN-OPN5,MXT336281|MXT336275|MXT336303|MXT336278|MXT336295|MXT336307|MXT336284|MXT336272|MXT336269|MXT336299|MXT336291|MXT336311
"Assemble Bolt-On-Intake",	134939,	0003437865,"cpl_ML-DB-RA-70",EQ-39017-000-00001,MXT336968
"Maintenance SWI - Muzic - MZSCE cable extension SL1",	135138,	0003460343,"MZSCE",MZSCE-B,MXT29475|MXT10263
"Modular Dynamic Tester (MDT) Displacement Unit (MRDU) Maintenance SWI – SLS-1",	173929,	0003622493,"wl_MRDU-HP",MRDU-HP,MXT249266|MXT187535|MXT199470
"All Images types",	114861,	05c75738-925d-42b1-88ea-ccef370e6cf7,"FGCA-B ADI",FGCA-B,MXT339940
"IRDV-KB - Test Unit [ce9799] for FIT Level 1 (Wellsite) SWIs",	135115,	0003458969,"IRDV-K",IRDV-KA|IRDV-KB,MXT7960|MXT18009|MXT28766
"SEP - C/T/TE – SL3 / Major Recertification (Mechanical Competency) Condition Based Maintenance SWI – Medium Tier",	172076,	0003595091,"SEP-C  TE",SEP-TE|SEP-C,MXT111739|MXT119211
"OSLC-G Maintenance SWI SLM 4",	173934,	0003629553,"OSLC",OSLC-GAC|OSLC-TWN|OSLC-GBA|OSLC-GAD-E|OSLC-GAD|OSLC-GBD-E|OSLC-GBD|OSLC-GAC-E|OSLC-GAA|OSLC-GAA-E|OSLC-GBA-E,MXT142022
"OSLC-G Maintenance SWI SLM 4",	173934,	0003629553,"PIPK-DJ-C QA",PIPK-DJ-C,MXT43668
"OSLC-G Maintenance SWI SLM 4",	173934,	0003629553,"FGCA-B ADI",FGCA-B,MXT338910 
"OSLC-G Maintenance SWI SLM 4",	173934,	0003629553,"ASD-MK ADI",ASD-MK,MXT339312|MXT339112|MXT339182|MXT338973|MXT339928|MXT339935
"Upper Limit and Lower Limit / Negative and Positive",	114836,	50c88a2c-1302-4cc7-8d2c-2cc0069ebf6e,"FGCA-B ADI",FGCA-B,MXT339939
"FHD-G*-H* - SL0-FIT Maintenance SWI",	0,	0003453727,"FHD",FHD-HDK|FHD-GHB|FHD-H|FHD-G|FHD-HCC|FHD-GK|FHD-HD|FHD-HE|FHD-HCB|FHD-HC|FHD-GH,MXT2604
"MT Inspect Mobile Development Team",	476990,	1b621404-86b6-41f7-b805-4bbb785d4470,"SSB Asset For Development",SSB-IBZ,MXT111205
"MT Inspect Mobile Development Team",	476990,	1b621404-86b6-41f7-b805-4bbb785d4470,"MDT Asset for testing",MDT-FTU,MXT69490
"Test TLM = Notice data",	137040,	de7c167d-a832-4803-a49e-b4ee8b9998ec,"MDCIX",MDCIX|MDCIX-GA|MDCIX-KA|MDCIX-LA|MDCIX-AB|MDCIX-WA|MDCIX-AA|MDCIX-BA,MXT339996
"Test TLM - [All Combinations Data_Inspect Web]",	173352,	1ee5feae-0fc5-4d50-a5ec-76856db32220,"FGCA-B ADI",FGCA-B,MXT328498|MXT335670
"Test TLM - [All Combinations Data_Inspect Web]",	173352,	1ee5feae-0fc5-4d50-a5ec-76856db32220,"CSB-IAZ",CSB-IAZ,MXT107378
"Test TLM - [All Combinations Data_Inspect Web]",	173352,	1ee5feae-0fc5-4d50-a5ec-76856db32220,"SLPJ-FAB 01374 for inspect",SLPJ-FAB,MXT325146
"Test TLM - [All Combinations Data_Inspect Web]",	173352,	1ee5feae-0fc5-4d50-a5ec-76856db32220,"SLPJ",SLPJ-FAB|SLPJ-GAA|SLPJ-HK|SLPJ-CA,MXT58856
"Test TLM - [All Combinations Data_Inspect Web]",	173352,	1ee5feae-0fc5-4d50-a5ec-76856db32220,"one more",wwe,jjk
"Test TLM - [All Combinations Data_Inspect Web]",	173352,	1ee5feae-0fc5-4d50-a5ec-76856db32220,"CSB-MA RM",CSB-MA,MXT339341
"Test TLM - [All Combinations Data_Inspect Web]",	173352,	1ee5feae-0fc5-4d50-a5ec-76856db32220,"ASD-MK ADI",ASD-MK,MXT328664|MXT328665|MXT328728|MXT331324|MXT328712|MXT328713|MXT339877
"Determine Service Deliverables",	172074,	70e6c4c4-eb99-4609-91e4-ccaed5b173cf,"DAV-KA",DAV-KA,MXT47713|MXT31242
"Determine Service Deliverables",	172074,	70e6c4c4-eb99-4609-91e4-ccaed5b173cf,"PKR Asset Family",PKR-MSET,MXT62394
"Determine Service Deliverables",	172074,	70e6c4c4-eb99-4609-91e4-ccaed5b173cf,"GSB-LD20",GSB-LD20,MXT70839 
"Determine Service Deliverables",	172074,	70e6c4c4-eb99-4609-91e4-ccaed5b173cf,"TFTV-FEB",TFTV-FEB,MXT2079|MXT2083|MXT2082|MXT1645|MXT1644|MXT2080|MXT1642|MXT1643|MXT2081|MXT1641
"Determine Service Deliverables",	172074,	70e6c4c4-eb99-4609-91e4-ccaed5b173cf,"CSB-MA RM",CSB-MA,MXT65377|MXT339340|MXT336370|MXT325146
"Determine Service Deliverables",	172074,	70e6c4c4-eb99-4609-91e4-ccaed5b173cf,"INSVIK-FAM",CRIB-A,MXT59783|MXT325146
"Determine Service Deliverables",	172074,	70e6c4c4-eb99-4609-91e4-ccaed5b173cf,"DGA-U Load test",DGA-U,MXT46108
"Determine Service Deliverables",	172074,	70e6c4c4-eb99-4609-91e4-ccaed5b173cf,"JAR",JAR-TPY,MXT8929|MXT6952
"Determine Service Deliverables",	172074,	70e6c4c4-eb99-4609-91e4-ccaed5b173cf,"DHGC Asset Family",DHGC-D-K,MXT4881
"Determine Service Deliverables",	172074,	70e6c4c4-eb99-4609-91e4-ccaed5b173cf,"SHRV-FEA Qa testing",SHRV-FEA,MXT8471
"Determine Service Deliverables",	172074,	70e6c4c4-eb99-4609-91e4-ccaed5b173cf,"MFEV-U",MFEV-U,MXT336586
"Determine Service Deliverables",	172074,	70e6c4c4-eb99-4609-91e4-ccaed5b173cf,"PIPK-CJ Testing",PIPK-DJ|PIPK-CJ,MXT271834|MXT70969|MXT271833|MXT336542 |MXT271831|MXT325146|MXT56107
"Determine Service Deliverables",	172074,	70e6c4c4-eb99-4609-91e4-ccaed5b173cf,"FGCA-B ADI",FGCA-B,MXT271851|MXT328447|MXT328581|MXT328582|MXT271849|MXT336490|MXT336491|MXT328499|MXT271856|MXT271857|MXT328593|MXT328594|MXT328498|MXT328446|MXT328558|MXT328734|MXT328735|MXT328574|MXT328726|MXT328727|MXT1234|MXT338930|MXT338931|MXT338932|MXT328575|MXT328731|MXT328732|MXT338908|MXT338909|MXT338910|MXT336315|MXT328682|MXT328683|MXT330399|MXT325146
"Determine Service Deliverables",	172074,	70e6c4c4-eb99-4609-91e4-ccaed5b173cf,"TFTV-FEA",TFTV-FEA,MXT99811|MXT2271|MXT2270|MXT2269|MXT2268
"Determine Service Deliverables",	172074,	70e6c4c4-eb99-4609-91e4-ccaed5b173cf,"LIFTSUB",LIFTSUB,MXT57857
"Determine Service Deliverables",	172074,	70e6c4c4-eb99-4609-91e4-ccaed5b173cf,"GENPT TEST",GENPT,MXT336457
"Assemble Maximus BSB Protector",	134942,	0003437905,"XTD Combination Building VFD",260,MXT271106
"Assemble Maximus BSB Protector",	134942,	0003437905,"SHRV-FEA Qa testing",SHRV-FEA,MXT271106
"Assemble Maximus BSB Protector",	134942,	0003437905,"Single Cement Head",,MXT271106
"After - Run in Hole",	125097,	015e2e30-01a6-495a-b9b8-5b43fedb1441,"POC-700 Type",POC700-E,MXT68465
"Muzic - MZMAF-A Maintenance SWI",	135145,	0003459894,"MZMAF",MZMAF-A,MXT27104|MXT17901
"IRDV-AB/BA - Inspect Unit [ce9787] for QC (SL 3) SWIs",	0,	0003446239,"IRDV-AB",IRDV-AB,MXT1887|MXT29815|MXT5096|MXT4970|MXT5169|MXT29883|MXT29773
"IRDV-AB/BA - Inspect Unit [ce9787] for QC (SL 3) SWIs",	0,	0003446239,"IRDV-BA",IRDV-BA,MXT1760|MXT4918|MXT1758|MXT69136|MXT4154|MXT69373|MXT4917|MXT72600
"Sample SWI 2 — all in One",	311458,	e626b438-fb7a-451d-ab5a-690e8df24ac6,"E2E with Content Asset Type List",EQ-80038468|EQ-80034732|CL-PSTRIP|EQ-71001260|EQ-80004112|EQ-103467717|ARCONN|EQ-100002878|EQ-80010712|EQ-SSM57501P0312|EQ-80010677|QVXP-F|SLIPS|EQ-M805707|AH-104|EQ-80011535|1002233981|EQ-19247|EQ-101400223|Q-80022216|EQ-M-525-40-001|IV-SKF-45|1002233964,MXT124914
"Assemble Bonnet Assembly",	125102,	00b4603d-17eb-4f42-8f44-d19432e0ebed,"als_AGH-REDA-CR-ES",EQ-103196379|EQ-1309376|EQ-100537230|EQ-102022794|EQ-101982112|EQ-101106478|EQ-103062643|EQ-1237890|EQ-103141072|EQ-100561634|EQ-101300825|EQ-100066911|EQ-102949606|EQ-102853151|EQ-102022612|EQ-102022608|EQ-101948021|EQ-1296367|EQ-1295997|EQ-101256908|EQ-1309368|EQ-1254622|EQ-102759639|EQ-102911914|EQ-103138511|EQ-101923197|EQ-100453565|EQ-100830701|EQ-100576055|EQ-1254606|EQ-101072405|EQ-101298186|EQ-102022607|EQ-123789G|EQ-2004023|EQ-101467385|EQ-1296342|EQ-X237890|EQ-102022611|EQ-100629714|EQ-102022606|EQ-102828734|EQ-101366245|EQ-102736157|EQ-100112645|EQ-2004363|EQ-103196320|EQ-1295955|EQ-100748471|EQ-1251743,P0012002
"MT Execute  - All service actuals in 1 step with conditional step",	114693,	f7a478ac-9d9e-4716-a9b7-e932ca9946bd,"E2E with Content Asset Type List",EQ-80038468|EQ-80034732|CL-PSTRIP|EQ-71001260|EQ-80004112|EQ-100002878|EQ-103467717|ARCONN|EQ-80010712|EQ-SSM57501P0312|EQ-80010677|QVXP-F|SLIPS|EQ-80011535|AH-104|EQ-M805707|1002233981|Q-80022216|EQ-101400223|EQ-19247|EQ-M-525-40-001|IV-SKF-45|1002233964,MXT339568|MXT339567|MXT339566|MXT339910|MXT339909|MXT339908|MXT339907|MXT339906|MXT339565|MXT339564|MXT339563|MXT339127|MXT339126
"IRDV-AB - Assemble Unit [ce9788] for QC (SL 3) and CE (SL 4) SWIs",	135068,	0003459033,"IRDV-AB",IRDV-AB,MXT1886
"IRDV-KB - Assemble Unit [ce9798] SWIs",	86162,	0003459239,"FGCA-B ADI",FGCA-B,MXT339925
"SEP-C/T/TE – SL3 / Major Recertification (Test Competency) Condition Based Maintenance SWI – High Tier",	171726,	0003595139,"SEP T",SEP-T,MXT117741
"Bookmap 1B",	1,	0003438689,"cpl_MSS-WLAK-CH-55",EQ-M-555-20-550|EQ-101740236,MXT336970|MXT336971|MXT336969|MXT336972
"Bookmap 1B",	1,	0003438689,"cpl_TORQMACH",TORQMACH,MXT336372|MXT336260
"EXTF-AA - SL 1",	285977,	EXTF_AA-1,"EXTF",EXTF-AA,SL1
"MMA-BE - SL 0",	286840,	MMA_BE-0,"MMA BE Asset Family",MMA-BE,SL0
"Perform Service at Depth",	167519,	007e3b00-c558-455d-8fd4-e32b3a8303e0,"als_AGH-REDA-C-ARZ",EQ-101187872|EQ-100567950|EQ-103138080|EQ-102877733|EQ-100215475|EQ-101188693|EQ-2010105|EQ-102736100|EQ-100215330|EQ-2010127|EQ-100264663|EQ-100377108|EQ-100215325|EQ-100178447|EQ-2010110|EQ-100674276|EQ-100619159|EQ-102735454|EQ-100196719|EQ-100215477|EQ-102057888|EQ-100215490|EQ-100027281|EQ-2010128|EQ-100437206|EQ-2010107|EQ-2010101|EQ-101461202|EQ-100401543|EQ-101373790|EQ-100471024|EQ-100156465|EQ-100518659|EQ-101187046|EQ-100975986|EQ-101711949|EQ-102018873|EQ-2010103|EQ-102761081|EQ-100619102|EQ-100197789|EQ-101187044|EQ-100111966|EQ-101519236|EQ-101452751|EQ-100135613|EQ-101320683|EQ-100376145|EQ-101321650|EQ-100627204|EQ-100282057|EQ-100215492|EQ-100208102|EQ-101431362|EQ-100660193|EQ-101377914|EQ-100170150|EQ-101026083|EQ-2010106|EQ-101182698|EQ-100215336|EQ-102022796|EQ-101188686|EQ-2011624|EQ-101182637|EQ-2010100|EQ-100567902|EQ-101903566|EQ-100251565|EQ-100215499|EQ-100215338|EQ-2010102|EQ-100445664|EQ-100618714|EQ-102761080|EQ-100215496|EQ-101571067,Main0054008
"FIT Work Order for 15,000 psi, 5 x 2-1-4-in Bowen Safety Joint (SJB-F)",	135038,	0003459159,"SJB",SJB-F,MXT4087|MXT2147|MXT1240|MXT3947|MXT2572
"SEP - C/T/TE – SL3 / Major Recertification (Mechanical Competency) Condition Based Maintenance SWI – High Tier",	172049,	0003595889,"SEP-C  TE",SEP-C|SEP-TE,MXT111558|MXT117817
"SEP - C/T/TE – SL3 / Major Recertification (Mechanical Competency) Condition Based Maintenance SWI – High Tier",	172049,	0003595889,"ASD-MK ADI",ASD-MK,MXT339184|MXT339314
"MT Inspect Version 8",	476755,	c6d45709-4cd1-435a-bcdf-83d828fc0cc4,"LRTL-AA QA testing",LRTL-AA,MXT115391
"MT Inspect Version 8",	476755,	c6d45709-4cd1-435a-bcdf-83d828fc0cc4,"MCC35-A QA Testing",MCC35-A,MXT80103 
"MT Inspect Version 8",	476755,	c6d45709-4cd1-435a-bcdf-83d828fc0cc4,"WPQG",WPQG-A,MXT83570
"MT Inspect Version 8",	476755,	c6d45709-4cd1-435a-bcdf-83d828fc0cc4,"VXBS-D",VXBS-D,MXT7509
"MT Inspect Version 8",	476755,	c6d45709-4cd1-435a-bcdf-83d828fc0cc4,"IRDV-BA",IRDV-BA,MXT72599 
"Sample SWI 2 — all in One - Duplicate complex tables 1",	476766,	f0717766-83fc-4b14-bed5-2767ab64c0d1,"Rajeev Test New Maximo PM",STF-151|IRDV-AB|CNE-231,MXT113821|MXT113838
"Analyze Surface Test",	625581,	61d8b509-8db1-45ee-a488-33c3e7aa777a,"Rajeev Test New Maximo PM",CNE-231|IRDV-AB|STF-151,MXT113819|MXT112773|MXT112772
"Test TLM - conditional Sub step check",	173024,	37c84098-12ec-47fa-aba3-ecfde15093e5,"SWANSS Family",SWANS-AA,MXT21198
"Test TLM - conditional Sub step check",	173024,	37c84098-12ec-47fa-aba3-ecfde15093e5,"PKR Asset Family",PKR-MSET,MXT62394|MXT70302
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"E2E with Content Asset Type List",EQ-80010677|EQ-SSM57501P0312|EQ-80010712|SLIPS|EQ-80011535|QVXP-F|AH-104|EQ-M805707|1002233981|EQ-19247|EQ-101400223|Q-80022216|EQ-M-525-40-001|IV-SKF-45|1002233964|EQ-80038468|EQ-80034732|EQ-80004112|EQ-71001260|CL-PSTRIP|EQ-100002878|EQ-103467717|ARCONN,MXT270575|MXT270574|MXT270593|MXT1376 |MXT270589|MXT270587|MXT290791|MXT290698|MXT2906100|MXT113899|MXT290699|MXT290752|MXT290756| MXT290695 |MXT290694|MXT119014|MXT290787 
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"EQ-80010677-MTINSPECTQA",EQ-80010677,MXT290787|MXT290788|MXT2907899|MXT290785|MXT290789|MXT290790 |MXT290791
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"EQ-80010677-QAINSPECT",EQ-80010677,MXT290785|MXT29039
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"DKCAR-A MT INSPECT QA",DKCAR-A ,MXT33579
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"SLPJ",SLPJ-CA|SLPJ-FAB|SLPJ-GAA|SLPJ-HK,MXT27431|MXT3282|MXT106067|MXT36379
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"IRDV-HK QA Testing",IRDV-H|IRDV-HK,MXT97194|MXT41198
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"SSB",SSB-MB|SSB-IB|SSB-QA|SSB-MA|SSB-AB,MXT20784|MXT19395
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"FLXP-FBB QA Testing",FLXP-FBB,MXT71638
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"VST-FB-MT INSPECT TESTING",VST-FB,MXT290759
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"SJB-FA QA Testing",SJB-FA,MXT47664
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"MZSCE-A TEST11",MZSCE-A,MXT271150|MXT270663|MXT270662|MXT270661
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"WPHC-A QA",WPHC-A,MXT117950 
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"WPHC-A QA Testing",WPHC-A,MXT7509
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"SSB-IB QA Testing",SSB-IB,MXT82400
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"SPMC-HJ QA Testing",SPMC-HJ,MXT104082|MXT33333
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"MZSSK-AA TESTINGQA",MZSSK-AA,MXT271148|MXT271149
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"EQ-100790497 MTINSPECTQA Clone",EQ-100790497,MXT29039
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"MZLS-A TESTINS",MZLS-A,MXT271215|MXT271214|MXT271213
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"MDT Asset for testing",MDT-FTU,MXT23160
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"LDCA-QA",LDCA-C,MXT72958|MXT124951
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"IRDV-BA",IRDV-BA,MXT69374|MXT69373
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"CSB-QA TIFF Testing",CSB-IB|CSB-QA,MXT24896|MXT43171|MXT25040
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"DKCAR-A TEST",DKCAR-A,MXT270665|MXT270666|MXT270664
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"SPMC Asset for QA Testing",SPMC-20,MXT74409|MXT97031|MXT80583|MXT85933|MXT89666
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"VST-FA Image testing",VST-FA,MXT107303
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"Rajeev Test New Maximo PM",STF-151|CNE-231|IRDV-AB,SL0
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"ESD-CD QA testing",ESD-CD,MXT82991|MXT127124|MXT91666|MXT16737|MXT16738|MXT16739
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"MDC35-C Test",MDC35-C,MXT270633|MXT270632|MXT270631
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"MDC35-C TEST ADITYA",MDC35-C,MXT271161|MXT271162|MXT271163|MXT271164
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"MFC50-B Test1",MFC50-B,MXT270626
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"MFC50-B Test",MFC50-B,MXT271156
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"GENPT TEST",GENPT,MXT271244|MXT271245
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"SJB",SJB-F,MXT47664
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"MZHTR-C QA Testing",MZHTR-C,MXT73912
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"SBTX-A TEST",SBTX-A,MXT270657|MXT270658
"MT Inspect Version 20",	625570,	7fedf8c5-a9c8-4a8a-8afb-0f31ce344c15,"VST-BB QA",VST-BB,MXT290751
"IRDV-AB/BA - Test Unit (ce9789) for FIT Level 2 SWIs",	0,	0003449194,"IRDV-BA",IRDV-BA,MXT4919|MXT7509
"MT Inspect Version 21",	625640,	e37cb35c-91b6-4718-9dc9-f6dafbfb390c,"SLPJ",SLPJ-FAB|SLPJ-GAA|SLPJ-HK|SLPJ-CA,MXT8768
